station_id,lat,lon,ratio,start,end,total
3076.0,34.0406,-118.25383000000001,1.0537313432835822,669.0,705.0,1374.0
3005.0,34.0485,-118.25853000000001,1.1477851822814582,2550.0,2927.0,5477.0
3032.0,34.049889,-118.25588,1.1841463414634146,819.0,970.0,1789.0
3040.0,34.05357,-118.26635,0.6498855835240275,436.0,283.0,719.0
3074.0,34.04417,-118.26116,1.011042944785276,814.0,823.0,1637.0
3038.0,34.046822,-118.24835,0.9041322314049587,1209.0,1093.0,2302.0
3006.0,34.04554,-118.25666000000001,0.9903593339176161,1140.0,1129.0,2269.0
3031.0,34.044701,-118.25243999999999,1.1846846846846846,1553.0,1840.0,3393.0
3035.0,34.048401,-118.26093999999999,1.0662202380952381,1343.0,1432.0,2775.0
3033.0,34.040989,-118.25578999999999,1.3004291845493563,232.0,302.0,534.0
3075.0,34.04211,-118.25618,1.1030092592592593,863.0,952.0,1815.0
3014.0,34.05661,-118.23721,1.1053892215568861,1669.0,1845.0,3514.0
3082.0,34.04652,-118.23741000000001,1.2036036036036035,1664.0,2003.0,3667.0
3022.0,34.04607,-118.23308999999999,1.026697177726926,1310.0,1345.0,2655.0
3026.0,34.063179,-118.24588,0.6811594202898551,620.0,422.0,1042.0
3067.0,34.045181,-118.25023,0.8674121405750799,1251.0,1085.0,2336.0
3008.0,34.046611999999996,-118.26273,1.0850059031877213,846.0,918.0,1764.0
3025.0,34.03286,-118.26808,1.0,215.0,215.0,430.0
3027.0,34.04998,-118.24716000000001,0.7798053527980535,821.0,640.0,1461.0
3019.0,34.038609,-118.26085,1.125,543.0,611.0,1154.0
3081.0,34.031890999999995,-118.25018,0.8653061224489796,244.0,211.0,455.0
3007.0,34.05048,-118.25459,0.7582005623242737,1066.0,808.0,1874.0
3049.0,34.056969,-118.25358999999999,0.7625538020086083,1393.0,1062.0,2455.0
3063.0,34.049198,-118.25283,1.3526011560693643,1037.0,1403.0,2440.0
3052.0,34.051102,-118.26455,0.6200814111261872,736.0,456.0,1192.0
3064.0,34.04681,-118.25698,1.0328831473869642,1702.0,1758.0,3460.0
3018.0,34.043732,-118.26013,0.9652650822669104,546.0,527.0,1073.0
3034.0,34.042061,-118.26338,1.1661341853035143,938.0,1094.0,2032.0
3011.0,34.041129999999995,-118.26798000000001,1.2717948717948717,584.0,743.0,1327.0
3056.0,34.037459999999996,-118.26538000000001,1.1887755102040816,195.0,232.0,427.0
3030.0,34.051941,-118.24353,0.8789850357839948,1536.0,1350.0,2886.0
3055.0,34.044159,-118.25157,0.8531746031746031,1007.0,859.0,1866.0
3047.0,34.039982,-118.2664,1.0682852807283763,658.0,703.0,1361.0
3048.0,34.041691,-118.23535,1.0486685032139578,1088.0,1141.0,2229.0
3023.0,34.050911,-118.24096000000002,1.3149284253578732,488.0,642.0,1130.0
3037.0,34.034801,-118.23127,1.1174377224199288,280.0,313.0,593.0
3068.0,34.0532,-118.25095,0.22790404040404041,1583.0,360.0,1943.0
3077.0,34.039871000000005,-118.25003000000001,1.4479166666666667,191.0,277.0,468.0
3066.0,34.063389,-118.23616000000001,0.9691444600280504,712.0,690.0,1402.0
3054.0,34.039219,-118.23648,1.3098159509202454,325.0,426.0,751.0
3042.0,34.049301,-118.2388,1.3194103194103195,1220.0,1610.0,2830.0
4220.0,34.074829,-118.25872,0.9586776859504132,483.0,463.0,946.0
3062.0,34.047748999999996,-118.24316999999999,1.133423180592992,741.0,840.0,1581.0
3069.0,34.05088,-118.24825,1.089787525702536,1458.0,1589.0,3047.0
3016.0,34.052898,-118.24156,0.7521367521367521,350.0,263.0,613.0
3051.0,34.045421999999995,-118.25351,1.0437235543018335,708.0,739.0,1447.0
3060.0,34.034882,-118.25769,0.822429906542056,106.0,87.0,193.0
3078.0,34.064281,-118.23893000000001,1.0494505494505495,363.0,381.0,744.0
3058.0,34.035801,-118.23317,0.9977628635346756,446.0,445.0,891.0
3029.0,34.048851,-118.24642,0.7903225806451613,743.0,587.0,1330.0
3057.0,34.035678999999995,-118.27081000000001,1.222707423580786,228.0,279.0,507.0
3024.0,34.05772,-118.24897,0.4776536312849162,357.0,170.0,527.0
3010.0,34.037048,-118.25486000000001,1.4875,79.0,118.0,197.0
3046.0,34.053020000000004,-118.24793999999999,1.0163398692810457,611.0,621.0,1232.0
3028.0,34.058319,-118.24609,0.39260969976905313,432.0,169.0,601.0
3020.0,34.031052,-118.26709,1.2857142857142858,90.0,116.0,206.0
3080.0,34.034209999999995,-118.25459,1.4130434782608696,45.0,64.0,109.0
3079.0,34.05014,-118.23323,1.0347826086956522,229.0,237.0,466.0
3036.0,34.039188,-118.23252,1.2591549295774649,354.0,446.0,800.0
4227.0,34.030628,-118.2696,0.8095238095238095,20.0,16.0,36.0
3065.0,34.060558,-118.23832,1.1532567049808429,260.0,300.0,560.0
3045.0,34.028511,-118.25666000000001,1.7435897435897436,77.0,135.0,212.0
4155.0,34.147812,-118.13221000000001,0.7485714285714286,174.0,130.0,304.0
