station_id,lat,lon,ratio,start,end,total
3062.0,34.047748999999996,-118.243172,1.0870967741935484,619.0,673.0,1292.0
3027.0,34.04998,-118.24716200000002,0.9868247694334651,758.0,748.0,1506.0
4211.0,33.984928000000004,-118.46996299999999,0.746583850931677,804.0,600.0,1404.0
3019.0,34.038609,-118.260857,1.0300375469336671,798.0,822.0,1620.0
4214.0,33.99556,-118.48155200000001,0.8774018944519621,3694.0,3241.0,6935.0
4210.0,33.984341,-118.47155,0.8498896247240618,2717.0,2309.0,5026.0
3075.0,34.04211,-118.25618700000001,1.056918547595682,1018.0,1076.0,2094.0
3067.0,34.045181,-118.25023700000001,0.9144689950106913,1402.0,1282.0,2684.0
3042.0,34.049301,-118.238808,1.1794380587484037,1565.0,1846.0,3411.0
3031.0,34.044701,-118.25244099999999,1.0702020202020202,1979.0,2118.0,4097.0
3022.0,34.04607,-118.233093,1.0865644724977457,1108.0,1204.0,2312.0
4170.0,34.160709000000004,-118.132401,0.6632996632996633,296.0,196.0,492.0
4153.0,34.156181,-118.16668700000001,1.0203488372093024,687.0,701.0,1388.0
4142.0,34.144588,-118.14459199999999,1.0281385281385282,461.0,474.0,935.0
4149.0,34.13821,-118.147079,1.0458715596330275,217.0,227.0,444.0
4176.0,34.137859000000006,-118.12241399999999,1.0144230769230769,415.0,421.0,836.0
4159.0,34.145901,-118.11653899999999,1.0977917981072556,316.0,347.0,663.0
4154.0,34.15612,-118.151192,0.6902356902356902,296.0,204.0,500.0
3078.0,34.064281,-118.238937,0.9285714285714286,363.0,337.0,700.0
3063.0,34.048038,-118.25373799999998,1.344632768361582,1061.0,1427.0,2488.0
3026.0,34.063179,-118.24588,0.812015503875969,515.0,418.0,933.0
3023.0,34.050911,-118.240967,1.351506456241033,696.0,941.0,1637.0
3051.0,34.045421999999995,-118.25351699999999,1.220877458396369,660.0,806.0,1466.0
3005.0,34.0485,-118.25853700000002,1.1151685393258426,2847.0,3175.0,6022.0
4215.0,34.014309000000004,-118.49134099999999,1.8263077704418487,1968.0,3595.0,5563.0
3014.0,34.05661,-118.23721299999998,1.0648820326678765,2203.0,2346.0,4549.0
3069.0,34.05088,-118.248253,1.0809555408095555,1506.0,1628.0,3134.0
3052.0,34.051102,-118.26455700000001,0.6428571428571429,713.0,458.0,1171.0
4209.0,33.996239,-118.477448,0.9343015214384509,1445.0,1350.0,2795.0
3047.0,34.039982,-118.266403,1.0606060606060606,890.0,944.0,1834.0
3008.0,34.046611999999996,-118.26273300000001,1.059787849566056,1036.0,1098.0,2134.0
3048.0,34.041691,-118.235352,1.02672147995889,972.0,998.0,1970.0
4163.0,34.150471,-118.132019,0.7769607843137255,407.0,316.0,723.0
4207.0,34.000881,-118.46891000000001,0.8125,623.0,506.0,1129.0
4162.0,34.147498999999996,-118.14801000000001,1.1362179487179487,623.0,708.0,1331.0
4177.0,34.144981,-118.13826,1.1524822695035462,281.0,324.0,605.0
3011.0,34.041129999999995,-118.267982,1.1325478645066274,678.0,768.0,1446.0
3082.0,34.04652,-118.23741100000001,1.0696304231387253,1866.0,1996.0,3862.0
4183.0,34.146069,-118.129181,1.0225806451612902,309.0,316.0,625.0
4151.0,34.142361,-118.14151000000001,0.9928057553956835,277.0,275.0,552.0
4202.0,33.991161,-118.46829199999999,0.861904761904762,839.0,723.0,1562.0
4212.0,33.988129,-118.471741,0.8801229508196722,975.0,858.0,1833.0
3049.0,34.056969,-118.253593,0.7497683039851715,1078.0,808.0,1886.0
4134.0,33.74136,-118.27806899999999,0.696551724137931,144.0,100.0,244.0
4131.0,33.738979,-118.27926599999999,0.9712230215827338,277.0,269.0,546.0
3018.0,34.043732,-118.260139,0.9700787401574803,634.0,615.0,1249.0
3034.0,34.042061,-118.26338200000001,1.0966340933767644,920.0,1009.0,1929.0
3006.0,34.04554,-118.25666799999999,1.0410094637223974,1267.0,1319.0,2586.0
3065.0,34.060558,-118.238327,1.367132867132867,285.0,390.0,675.0
4165.0,34.14175,-118.14906299999998,1.3664772727272727,351.0,480.0,831.0
4205.0,33.993771,-118.453667,0.9561128526645768,318.0,304.0,622.0
3032.0,34.049889,-118.255882,1.2440944881889764,761.0,947.0,1708.0
3029.0,34.048851,-118.246422,0.8127294981640147,816.0,663.0,1479.0
