,start,end,total,ratio,lat,lon,start_0,end_0,ratio_0,start_1,end_1,ratio_1,start_2,end_2,ratio_2,start_3,end_3,ratio_3,start_4,end_4,ratio_4,start_5,end_5,ratio_5,start_6,end_6,ratio_6,start_7,end_7,ratio_7,start_8,end_8,ratio_8,start_9,end_9,ratio_9,start_10,end_10,ratio_10,start_11,end_11,ratio_11,start_12,end_12,ratio_12,start_13,end_13,ratio_13,start_14,end_14,ratio_14,start_15,end_15,ratio_15,start_16,end_16,ratio_16,start_17,end_17,ratio_17,start_18,end_18,ratio_18,start_19,end_19,ratio_19,start_20,end_20,ratio_20,start_21,end_21,ratio_21,start_22,end_22,ratio_22,start_23,end_23,ratio_23,start_Mon,end_Mon,ratio_Mon,start_Tue,end_Tue,ratio_Tue,start_Wed,end_Wed,ratio_Wed,start_Thu,end_Thu,ratio_Thu,start_Fri,end_Fri,ratio_Fri,start_Sat,end_Sat,ratio_Sat,start_Sun,end_Sun,ratio_Sun,station_id,total_0,total_1,total_2,total_3,total_4,total_5,total_6,total_7,total_8,total_9,total_10,total_11,total_12,total_13,total_14,total_15,total_16,total_17,total_18,total_19,total_20,total_21,total_22,total_23,total_Mon,total_Tue,total_Wed,total_Thu,total_Fri,total_Sat,total_Sun
3018,3106,3499,6605,0.5297411835931588,34.0437317,-118.26013999999999,58,66,0.5317460317460317,30,38,0.5571428571428572,16,21,0.5641025641025641,2,7,0.7272727272727273,4,3,0.4444444444444444,35,5,0.14285714285714285,15,21,0.5789473684210527,57,63,0.5245901639344263,102,67,0.39766081871345027,130,217,0.6246418338108882,150,152,0.5032894736842105,164,206,0.5564516129032258,261,246,0.48526522593320237,237,265,0.5277777777777778,237,223,0.48484848484848486,190,210,0.5248756218905473,203,245,0.5466666666666666,223,280,0.5564356435643565,273,302,0.5251299826689775,234,230,0.4957081545064378,184,227,0.5520581113801453,130,167,0.5618729096989966,91,125,0.5779816513761468,80,113,0.5846153846153846,396,470,0.5426267281105991,412,493,0.5446527012127894,418,505,0.547027027027027,455,533,0.5393939393939394,460,521,0.5310274669379451,507,514,0.5034213098729228,458,463,0.5027085590465872,3018,124,68,37,9,7,40,36,120,169,347,302,370,507,502,460,400,448,503,575,464,411,297,216,193,866,905,923,988,981,1021,921
3019,3722,4306,8028,0.5363636363636364,34.0420609,-118.26338,19,22,0.5348837209302325,11,17,0.6,13,12,0.48148148148148145,3,7,0.6666666666666666,2,2,0.5,2,27,0.9032258064516129,4,305,0.9839228295819936,38,545,0.9333333333333333,105,539,0.8359133126934984,109,233,0.6802325581395349,147,136,0.4807017543859649,339,139,0.2916666666666667,393,452,0.5348288075560803,358,401,0.5282522996057819,225,261,0.5368852459016393,310,326,0.512539184952978,609,216,0.2623941958887545,370,182,0.3303249097472924,262,122,0.31865284974093266,174,93,0.34944237918215615,90,100,0.5260416666666666,68,81,0.543046357615894,39,57,0.5918367346938775,32,31,0.49230769230769234,477,596,0.5553488372093023,687,859,0.5555555555555556,723,832,0.5350032113037894,719,889,0.5527950310559007,686,722,0.5127659574468085,242,204,0.4575892857142857,188,204,0.5203045685279187,3019,41,28,25,10,4,29,309,583,644,342,283,478,845,759,486,636,825,552,384,267,190,149,96,63,1073,1546,1555,1608,1408,446,392
3020,882,1076,1958,0.5494897959183673,34.0310516,-118.26709,6,22,0.7666666666666667,2,11,0.8,1,15,0.8888888888888888,0,2,0.75,0,0,0.5,3,6,0.6363636363636364,3,94,0.9595959595959596,21,33,0.6071428571428571,27,28,0.5087719298245614,31,25,0.4482758620689655,34,28,0.453125,67,39,0.37037037037037035,78,69,0.4697986577181208,83,102,0.5508021390374331,50,53,0.5142857142857142,107,51,0.325,136,67,0.33170731707317075,73,103,0.5842696629213483,55,86,0.6083916083916084,33,68,0.6699029126213593,31,64,0.6701030927835051,21,68,0.7582417582417582,10,28,0.725,10,14,0.5769230769230769,121,116,0.4895397489539749,171,188,0.5235457063711911,161,200,0.5537190082644629,177,211,0.5435897435897435,108,130,0.5458333333333333,78,132,0.6273584905660378,66,99,0.5988023952095808,3020,28,13,16,2,0,9,97,54,55,56,62,106,147,185,103,158,203,176,141,101,95,89,38,24,237,359,361,388,238,210,165
3021,1254,1490,2744,0.5429715950473416,34.0456085,-118.23703,32,28,0.46774193548387094,46,28,0.3815789473684211,14,20,0.5833333333333334,9,7,0.4444444444444444,4,2,0.375,2,1,0.4,5,2,0.3333333333333333,22,18,0.4523809523809524,18,26,0.5869565217391305,34,49,0.5882352941176471,24,61,0.7126436781609196,47,74,0.6097560975609756,81,101,0.5543478260869565,96,82,0.46111111111111114,93,73,0.44047619047619047,77,78,0.5031847133757962,81,93,0.5340909090909091,93,109,0.5392156862745098,113,143,0.5581395348837209,89,163,0.6456692913385826,93,124,0.5707762557077626,67,78,0.5374149659863946,76,64,0.45774647887323944,38,66,0.6320754716981132,128,161,0.5567010309278351,147,175,0.5432098765432098,144,161,0.5276872964169381,170,223,0.5670886075949367,185,244,0.568445475638051,251,299,0.5434782608695652,229,227,0.4978165938864629,3021,60,74,34,16,6,3,7,40,44,83,85,121,182,178,166,155,174,202,256,252,217,145,140,104,289,322,305,393,429,550,456
3022,7693,8433,16126,0.5229414682539683,34.0460701,-118.23308999999999,145,136,0.4840989399293286,90,98,0.5210526315789473,39,74,0.6521739130434783,30,76,0.7129629629629629,18,18,0.5,18,8,0.32142857142857145,40,19,0.32786885245901637,370,104,0.22058823529411764,383,205,0.34915254237288135,306,462,0.6012987012987013,291,502,0.6327044025157232,369,545,0.5960698689956332,497,708,0.5874067937033969,586,794,0.5752532561505065,516,734,0.5870607028753994,429,666,0.6080218778486782,439,599,0.5769230769230769,467,517,0.5253549695740365,521,522,0.5004784688995215,616,506,0.451067615658363,476,451,0.4865446716899892,447,307,0.4074074074074074,325,208,0.39065420560747666,275,174,0.38802660753880264,1012,1050,0.5092054263565892,1132,1211,0.5168443496801706,1090,1151,0.5135978600089166,1123,1186,0.513630463003029,1136,1194,0.5124356775300172,1080,1320,0.5499583680266444,1120,1321,0.5411379451494065,3022,281,188,113,106,36,26,59,474,588,768,793,914,1205,1380,1250,1095,1038,984,1043,1122,927,754,533,449,2062,2343,2241,2309,2330,2400,2441
3023,3599,4525,8124,0.5569776027565838,34.0633888,-118.23616000000001,48,69,0.5882352941176471,32,40,0.5540540540540541,31,22,0.41818181818181815,26,8,0.25,2,1,0.4,6,9,0.5882352941176471,16,97,0.8521739130434782,61,85,0.581081081081081,141,119,0.4580152671755725,150,114,0.4323308270676692,106,105,0.49765258215962443,171,194,0.5313351498637602,197,310,0.6110019646365422,289,265,0.4784172661870504,249,260,0.5107632093933464,263,316,0.5456110154905336,273,381,0.5823170731707317,414,567,0.5778229908443541,325,504,0.6077015643802648,257,377,0.5943396226415094,212,265,0.5553235908141962,150,171,0.5325077399380805,96,154,0.6150793650793651,84,92,0.5224719101123596,487,597,0.5506445672191529,475,607,0.5608856088560885,472,635,0.5734896302975654,463,626,0.5747021081576535,485,694,0.5884843353090601,675,690,0.5054864667154353,542,676,0.5549180327868852,3023,117,72,53,34,3,15,113,146,260,264,211,365,507,554,509,579,654,981,829,634,477,321,250,176,1084,1082,1107,1089,1179,1365,1218
3024,2727,1302,4029,0.3232448523939469,34.057720200000006,-118.24897,49,68,0.5798319327731093,38,29,0.43478260869565216,18,29,0.6122448979591837,26,17,0.4,4,2,0.375,1,11,0.8571428571428571,35,43,0.55,40,16,0.29310344827586204,89,12,0.1262135922330097,72,44,0.3813559322033898,88,47,0.35036496350364965,280,76,0.21508379888268156,176,148,0.4570552147239264,151,66,0.3059360730593607,126,74,0.3712871287128713,166,71,0.301255230125523,288,91,0.24146981627296588,408,91,0.18363273453093812,123,74,0.3768844221105528,100,75,0.4293785310734463,111,52,0.3212121212121212,94,39,0.2962962962962963,169,63,0.27350427350427353,75,64,0.46099290780141844,369,176,0.3235831809872029,394,160,0.289568345323741,433,172,0.28500823723228996,440,197,0.30985915492957744,472,205,0.30338733431516934,329,225,0.4064748201438849,290,167,0.3660130718954248,3024,117,67,47,43,6,12,78,56,101,116,135,356,324,217,200,237,379,499,197,175,163,133,232,139,545,554,605,637,677,554,457
3025,1328,1433,2761,0.5190010857763301,34.0328598,-118.26808,17,25,0.5909090909090909,4,13,0.7368421052631579,6,12,0.65,1,6,0.7777777777777778,3,10,0.7333333333333333,0,15,0.9411764705882353,12,16,0.5666666666666667,119,50,0.2982456140350877,149,48,0.24623115577889448,62,49,0.4424778761061947,56,47,0.45714285714285713,86,69,0.445859872611465,78,66,0.4589041095890411,75,66,0.46853146853146854,74,82,0.5253164556962026,69,115,0.6236559139784946,73,254,0.7750759878419453,104,100,0.49029126213592233,91,125,0.5779816513761468,60,70,0.5378787878787878,88,74,0.4573170731707317,52,48,0.4803921568627451,28,44,0.6081081081081081,21,29,0.5769230769230769,191,194,0.5038759689922481,234,250,0.5164609053497943,232,236,0.5042553191489362,236,240,0.50418410041841,182,192,0.5132978723404256,129,167,0.5637583892617449,124,154,0.5535714285714286,3025,42,17,18,7,13,15,28,169,197,111,103,155,144,141,156,184,327,204,216,130,162,100,72,50,385,484,468,476,374,296,278
3026,3413,2585,5998,0.431,34.0498886,-118.25588,26,75,0.7378640776699029,11,42,0.7818181818181819,17,42,0.7049180327868853,16,14,0.46875,11,13,0.5384615384615384,30,9,0.24390243902439024,50,10,0.1774193548387097,205,110,0.3501577287066246,419,24,0.056179775280898875,450,38,0.07959183673469387,240,59,0.19933554817275748,196,90,0.3159722222222222,237,109,0.3160919540229885,193,136,0.41389728096676737,167,119,0.4166666666666667,143,144,0.5017301038062284,154,167,0.5201238390092879,200,257,0.5620915032679739,161,422,0.7230769230769231,161,207,0.5621621621621622,127,175,0.5789473684210527,101,126,0.5545851528384279,59,110,0.6491228070175439,39,87,0.6875,443,374,0.45787545787545786,577,410,0.4155712841253792,541,391,0.4197002141327623,484,371,0.4340723453908985,533,414,0.43730242360379346,454,300,0.39814814814814814,381,325,0.4604519774011299,3026,101,53,59,30,24,39,60,315,443,488,299,286,346,329,286,287,321,457,583,368,302,227,169,126,817,987,932,855,947,754,706
3027,5140,3857,8997,0.4287143015890654,34.0566101,-118.23721,82,65,0.4429530201342282,57,29,0.3409090909090909,44,14,0.25,9,9,0.5,5,3,0.4,16,13,0.45161290322580644,28,228,0.8875968992248062,93,326,0.7767220902612827,164,219,0.5714285714285714,204,309,0.6019417475728155,192,173,0.47411444141689374,429,204,0.3228346456692913,349,216,0.38271604938271603,307,336,0.5224806201550387,292,205,0.41282565130260523,284,187,0.3974630021141649,800,167,0.17337461300309598,524,210,0.2866847826086957,347,251,0.42,249,172,0.408983451536643,182,143,0.44036697247706424,172,160,0.4820359281437126,167,158,0.48623853211009177,144,60,0.2961165048543689,698,577,0.45262333594361787,793,642,0.4474599860821155,790,590,0.4276410998552822,838,640,0.4331081081081081,839,591,0.4134078212290503,625,421,0.4026717557251908,557,396,0.4157068062827225,3027,147,86,58,18,8,29,256,419,383,513,365,633,565,643,497,471,967,734,598,421,325,332,325,204,1275,1435,1380,1478,1430,1046,953
3028,2556,1119,3675,0.30459613815610553,34.0460701,-118.23308999999999,37,26,0.4153846153846154,12,26,0.675,20,7,0.27586206896551724,3,16,0.8095238095238095,2,4,0.625,5,2,0.3333333333333333,22,6,0.23333333333333334,53,12,0.19402985074626866,51,113,0.6867469879518072,88,34,0.28225806451612906,62,38,0.38235294117647056,230,56,0.19791666666666666,205,93,0.31333333333333335,165,69,0.2966101694915254,159,63,0.2857142857142857,129,59,0.3157894736842105,247,62,0.20257234726688103,323,90,0.21927710843373494,321,84,0.20884520884520885,118,93,0.4413145539906103,88,56,0.3904109589041096,71,49,0.4098360655737705,84,43,0.34108527131782945,61,18,0.2345679012345679,332,136,0.29148936170212764,430,145,0.2530329289428076,398,146,0.2692307692307692,397,172,0.30297723292469353,376,165,0.30570902394106814,313,178,0.3630831643002028,310,177,0.36400817995910023,3028,63,38,27,19,6,7,28,65,164,122,100,286,298,234,222,188,309,413,405,211,144,120,127,79,468,575,544,569,541,491,487
3029,3958,2980,6938,0.42953890489913543,34.048851,-118.24642,86,56,0.3958333333333333,55,69,0.5555555555555556,92,32,0.2619047619047619,22,9,0.30303030303030304,9,2,0.23076923076923078,7,43,0.8461538461538461,15,26,0.627906976744186,85,36,0.3008130081300813,180,65,0.26720647773279355,150,71,0.32286995515695066,141,83,0.37168141592920356,211,194,0.47911547911547914,314,222,0.4144981412639405,364,228,0.38552188552188554,283,156,0.35600907029478457,255,211,0.452991452991453,278,192,0.4088983050847458,386,237,0.3808,236,263,0.5269461077844312,216,208,0.49061032863849763,201,203,0.5024630541871922,147,149,0.5033557046979866,140,125,0.47191011235955055,85,100,0.5401069518716578,516,398,0.435589519650655,522,373,0.4169453734671126,564,423,0.4287158746208291,544,417,0.43406022845275183,570,477,0.45567206863679693,667,476,0.4165938864628821,575,416,0.4199395770392749,3029,142,124,124,31,11,50,41,121,245,221,224,405,536,592,439,466,470,623,499,424,404,296,265,185,914,895,987,961,1047,1143,991
3030,10029,8497,18526,0.4586571675302245,34.0493011,-118.23881000000002,63,55,0.4666666666666667,33,91,0.7301587301587301,59,32,0.3548387096774194,40,4,0.10869565217391304,1,30,0.9393939393939394,21,91,0.8070175438596491,105,165,0.6102941176470589,206,703,0.7727771679473107,329,933,0.7389240506329114,360,599,0.6243496357960457,300,402,0.5724431818181818,817,444,0.35233570863024544,882,711,0.4463949843260188,689,854,0.5533980582524272,743,513,0.40858505564387915,927,450,0.32704858593183467,1495,491,0.24748490945674045,1213,692,0.3633980073413739,674,370,0.3546845124282983,325,277,0.4602649006622517,176,212,0.5461538461538461,188,174,0.4807692307692308,164,138,0.45723684210526316,219,66,0.23344947735191637,1371,1164,0.4592037839968467,1803,1491,0.4526699029126214,1912,1640,0.4617332583005065,1972,1610,0.44949776785714285,1675,1429,0.4603992273019961,653,554,0.45905707196029777,643,609,0.4864433811802233,3030,118,124,91,44,31,112,270,909,1262,959,702,1261,1593,1543,1256,1377,1986,1905,1044,602,388,362,302,285,2535,3294,3552,3582,3104,1207,1252
3031,9851,11492,21343,0.5384399156711174,34.0447006,-118.25243999999999,159,282,0.6388261851015802,127,201,0.6121212121212121,99,225,0.6932515337423313,38,197,0.8354430379746836,20,64,0.7558139534883721,31,56,0.6404494382022472,75,31,0.2962962962962963,268,325,0.5478991596638656,711,287,0.288,625,360,0.3657548125633232,610,330,0.351380042462845,541,518,0.4891611687087653,605,591,0.4941569282136895,709,629,0.4701492537313433,599,631,0.512987012987013,531,679,0.5610561056105611,566,739,0.5661820964039785,711,1053,0.5968289920724802,777,1199,0.6066734074823054,650,909,0.5829596412556054,498,664,0.5713058419243986,423,657,0.6081330868761553,290,480,0.6230569948186528,188,385,0.671304347826087,1258,1585,0.557469244288225,1361,1621,0.5435656836461126,1427,1668,0.5389086212463674,1504,1691,0.529246168282765,1516,1720,0.5315009264978382,1498,1693,0.5305355465079862,1287,1514,0.540492329646807,3031,441,328,324,235,84,87,106,593,998,985,940,1059,1196,1338,1230,1210,1305,1764,1976,1559,1162,1080,770,573,2843,2982,3095,3195,3236,3191,2801
3032,5286,6141,11427,0.5374048473182256,34.0498886,-118.25588,42,66,0.6090909090909091,45,28,0.38666666666666666,15,10,0.4074074074074074,12,14,0.5357142857142857,5,41,0.875,55,66,0.5447154471544715,27,78,0.7383177570093458,93,291,0.7564766839378239,197,441,0.690625,221,513,0.6983695652173914,170,373,0.6862385321100918,297,341,0.534375,471,497,0.51340206185567,471,551,0.5390625,372,446,0.5451219512195122,461,386,0.4558303886925795,363,367,0.5027322404371585,631,453,0.4180478821362799,450,490,0.5212314225053079,364,272,0.4278996865203762,230,170,0.4253731343283582,132,113,0.46153846153846156,94,90,0.489247311827957,68,44,0.39473684210526316,784,893,0.532459797498511,874,1031,0.5411641321447299,887,1031,0.5375,904,1074,0.5429292929292929,855,1022,0.5444385311335816,515,576,0.5279048490393413,467,514,0.5239064089521872,3032,108,73,25,26,46,121,105,384,638,734,543,638,968,1022,818,847,730,1084,940,636,400,245,184,112,1677,1905,1918,1978,1877,1091,981
