trip_id,duration,start_time,end_time,start_station_id,start_lat,start_lon,end_station_id,end_lat,end_lon,bike_id,plan_duration,trip_route_category,passholder_type
94904101,6,7/1/2018 8:00,7/1/2018 8:06,4215,34.014309000000004,-118.49134099999999,3000,,,12070,1,One Way,One Day Pass
94931099,30,7/1/2018 12:18,7/1/2018 12:48,3032,34.049889,-118.255882,3000,,,6260,30,One Way,Monthly Pass
94981056,358,7/1/2018 13:09,7/1/2018 19:07,3022,34.04607,-118.233093,3000,,,6315,1,One Way,Walk-up
95124251,1440,7/1/2018 13:41,7/2/2018 16:49,4216,34.023392,-118.47963700000001,3000,,,12420,1,One Way,One Day Pass
94952010,23,7/1/2018 14:44,7/1/2018 15:07,3000,,,3069,34.05088,-118.248253,12100,1,One Way,One Day Pass
94952009,22,7/1/2018 14:45,7/1/2018 15:07,3000,,,3069,34.05088,-118.248253,12332,1,One Way,One Day Pass
95153486,1440,7/1/2018 14:47,7/2/2018 20:20,4207,34.000881,-118.46891000000001,3000,,,5927,1,One Way,Walk-up
94951999,32,7/1/2018 14:53,7/1/2018 15:25,3000,,,3032,34.049889,-118.255882,6221,30,One Way,Monthly Pass
94973530,104,7/1/2018 16:21,7/1/2018 18:05,3079,34.05014,-118.23323799999999,3000,,,12154,1,One Way,One Day Pass
94966248,31,7/1/2018 16:41,7/1/2018 17:12,3058,34.035801,-118.23317,3000,,,12451,30,One Way,Monthly Pass
95055559,10,7/2/2018 6:42,7/2/2018 6:52,4154,34.15612,-118.151192,3000,,,6710,30,One Way,Monthly Pass
95582357,1440,7/2/2018 6:42,7/5/2018 11:15,4208,33.99868,-118.472977,3000,,,11986,1,One Way,Walk-up
95288281,1440,7/2/2018 7:33,7/3/2018 17:52,3069,34.05088,-118.248253,3000,,,5999,1,One Way,Walk-up
95244919,1355,7/2/2018 13:16,7/3/2018 11:51,3040,34.05357,-118.26635700000001,3000,,,6691,1,One Way,Walk-up
95102221,18,7/2/2018 13:27,7/2/2018 13:45,4138,34.145691,-118.14823899999999,3000,,,6145,1,One Way,Walk-up
95137465,15,7/2/2018 18:33,7/2/2018 18:48,4177,34.144981,-118.13826,3000,,,6208,30,One Way,Monthly Pass
95152146,45,7/2/2018 20:00,7/2/2018 20:45,3049,34.056969,-118.253593,3000,,,11992,30,One Way,Monthly Pass
95251286,918,7/2/2018 20:47,7/3/2018 12:05,3049,34.056969,-118.253593,3000,,,5884,1,One Way,Walk-up
95581321,1440,7/3/2018 3:23,7/5/2018 11:30,4212,33.988129,-118.471741,3000,,,6325,1,One Way,Walk-up
95217814,74,7/3/2018 5:53,7/3/2018 7:07,3042,34.049301,-118.238808,3000,,,12231,365,One Way,Monthly Pass
95294159,303,7/3/2018 12:58,7/3/2018 18:01,4214,33.99556,-118.48155200000001,3000,,,12404,1,One Way,Walk-up
