trip_id,duration,start_time,end_time,start_station_id,start_lat,start_lon,end_station_id,end_lat,end_lon,bike_id,plan_duration,trip_route_category,passholder_type,bike_type
113376534,17,1/13/2019 14:43,1/13/2019 15:00,3007,34.05048,-118.254593,3000,,,6598,1,One Way,Walk-up,standard
113377632,14,1/13/2019 15:09,1/13/2019 15:23,3000,,,3063,34.048038,-118.25373799999998,6331,365,One Way,Walk-up,standard
113377631,13,1/13/2019 15:10,1/13/2019 15:23,3000,,,3063,34.048038,-118.25373799999998,6677,365,One Way,Walk-up,standard
113465291,30,1/13/2019 15:16,1/13/2019 15:46,3069,34.05088,-118.248253,3000,,,6223,30,One Way,Monthly Pass,standard
113534673,1440,1/13/2019 16:11,1/15/2019 18:17,3048,34.041691,-118.235352,3000,,,6165,1,One Way,Walk-up,standard
113382995,26,1/13/2019 17:03,1/13/2019 17:29,3075,34.04211,-118.25618700000001,3000,,,15070,1,One Way,One Day Pass,electric
113534623,1440,1/13/2019 17:06,1/15/2019 4:57,4214,33.99556,-118.48155200000001,3000,,,5918,1,One Way,Walk-up,standard
113534470,1440,1/13/2019 23:36,1/15/2019 5:02,3052,34.051102,-118.26455700000001,3000,,,6515,1,One Way,Walk-up,standard
113420347,20,1/14/2019 5:36,1/14/2019 5:56,3052,34.051102,-118.26455700000001,3000,,,12047,365,One Way,Annual Pass,standard
113444927,30,1/14/2019 14:31,1/14/2019 15:01,3076,34.0406,-118.25383799999999,3000,,,15070,1,One Way,One Day Pass,electric
113482390,30,1/14/2019 15:41,1/14/2019 16:11,3025,34.03286,-118.268082,3000,,,5810,365,One Way,Annual Pass,standard
113488892,27,1/15/2019 5:48,1/15/2019 6:15,3018,34.043732,-118.260139,3000,,,12076,365,One Way,Annual Pass,standard
113492766,18,1/15/2019 7:20,1/15/2019 7:38,3064,34.04681,-118.25698100000001,3000,,,6639,365,One Way,Annual Pass,standard
113534085,10,1/15/2019 7:56,1/15/2019 8:06,3029,34.048851,-118.246422,3000,,,5848,30,One Way,Monthly Pass,standard
113494901,20,1/15/2019 8:23,1/15/2019 8:43,3014,34.05661,-118.23721299999998,3000,,,12015,30,One Way,Monthly Pass,standard
113497719,20,1/15/2019 9:19,1/15/2019 9:39,3064,34.04681,-118.25698100000001,3000,,,5818,30,One Way,Monthly Pass,standard
113505950,7,1/15/2019 11:54,1/15/2019 12:01,3040,34.05357,-118.26635700000001,3000,,,15060,30,One Way,Monthly Pass,electric
113507349,11,1/15/2019 12:15,1/15/2019 12:26,3048,34.041691,-118.235352,3000,,,6028,1,One Way,Walk-up,standard
113514782,30,1/15/2019 15:00,1/15/2019 15:30,3007,34.05048,-118.254593,3000,,,15070,1,One Way,One Day Pass,electric
113529068,15,1/15/2019 17:47,1/15/2019 18:02,3047,34.039982,-118.266403,3000,,,12410,30,One Way,Monthly Pass,standard
113558402,48,1/16/2019 5:48,1/16/2019 6:36,3018,34.043732,-118.260139,3000,,,6567,365,One Way,Annual Pass,standard
113560563,17,1/16/2019 7:07,1/16/2019 7:24,3082,34.04652,-118.23741100000001,3000,,,6235,365,One Way,Annual Pass,standard
113573236,20,1/16/2019 11:46,1/16/2019 12:06,3074,34.04417,-118.261169,3000,,,15055,1,One Way,One Day Pass,electric
113632040,20,1/16/2019 18:34,1/16/2019 18:54,3032,34.049889,-118.255882,3000,,,5809,30,One Way,Monthly Pass,standard
113668914,1290,1/16/2019 21:22,1/17/2019 18:52,4248,34.028351,-118.288673,3000,,,12112,1,One Way,Walk-up,standard
113647579,20,1/17/2019 13:08,1/17/2019 13:28,3036,34.039188,-118.232529,3000,,,12412,1,One Way,One Day Pass,standard
113668792,438,1/17/2019 13:48,1/17/2019 21:06,3034,34.042061,-118.26338200000001,3000,,,6197,30,One Way,Monthly Pass,standard
113734928,60,1/17/2019 15:30,1/17/2019 16:30,3005,34.0485,-118.25853700000002,3000,,,6692,1,One Way,Walk-up,standard
113661870,10,1/17/2019 16:18,1/17/2019 16:28,3042,34.049301,-118.238808,3000,,,6506,30,One Way,Monthly Pass,standard
113734829,1440,1/17/2019 17:17,1/18/2019 17:46,3058,34.035801,-118.23317,3000,,,6232,1,One Way,Walk-up,standard
113862920,1440,1/17/2019 17:38,1/20/2019 19:47,4216,34.023392,-118.47963700000001,3000,,,12416,30,One Way,Monthly Pass,standard
113698222,18,1/18/2019 8:36,1/18/2019 8:54,3005,34.0485,-118.25853700000002,3000,,,12051,365,One Way,Annual Pass,standard
113699387,13,1/18/2019 9:03,1/18/2019 9:16,3049,34.056969,-118.253593,3000,,,12429,30,One Way,Monthly Pass,standard
113704650,20,1/18/2019 10:33,1/18/2019 10:53,3062,34.047748999999996,-118.243172,3000,,,6128,30,One Way,Monthly Pass,standard
113734348,149,1/18/2019 11:15,1/18/2019 13:44,4210,33.984341,-118.47155,3000,,,6336,1,One Way,Walk-up,standard
113798105,30,1/18/2019 11:50,1/18/2019 12:20,3069,34.05088,-118.248253,3000,,,12230,1,One Way,Walk-up,standard
113798009,15,1/18/2019 12:50,1/18/2019 13:05,3069,34.05088,-118.248253,3000,,,12066,1,One Way,Walk-up,standard
113797924,10,1/18/2019 13:40,1/18/2019 13:50,3047,34.039982,-118.266403,3000,,,6393,1,One Way,Walk-up,standard
113797656,20,1/18/2019 16:55,1/18/2019 17:15,3078,34.064281,-118.238937,3000,,,12100,1,One Way,Walk-up,standard
113722726,11,1/18/2019 17:32,1/18/2019 17:43,3077,34.039871000000005,-118.25003799999999,3000,,,6305,1,One Way,One Day Pass,standard
113861883,1440,1/18/2019 18:03,1/20/2019 7:54,4210,33.984341,-118.47155,3000,,,5955,1,One Way,Walk-up,standard
113797466,30,1/18/2019 19:48,1/18/2019 20:18,3064,34.04681,-118.25698100000001,3000,,,5886,1,One Way,One Day Pass,standard
113797358,1351,1/18/2019 22:44,1/19/2019 21:15,3037,34.034801,-118.231277,3000,,,5813,1,One Way,Walk-up,standard
113927576,1440,1/19/2019 8:27,1/21/2019 14:04,3067,34.045181,-118.25023700000001,3000,,,12022,1,One Way,Walk-up,standard
113927445,1440,1/19/2019 11:45,1/21/2019 14:02,3032,34.049889,-118.255882,3000,,,5791,1,One Way,Walk-up,standard
113777595,91,1/19/2019 12:53,1/19/2019 14:24,4215,34.014309000000004,-118.49134099999999,3000,,,6611,1,One Way,Walk-up,standard
113927219,1440,1/19/2019 14:42,1/21/2019 16:12,3035,34.048401,-118.260948,3000,,,12066,1,One Way,Walk-up,standard
113861088,1440,1/19/2019 16:32,1/20/2019 19:11,4215,34.014309000000004,-118.49134099999999,3000,,,6575,1,One Way,Walk-up,standard
113792207,70,1/19/2019 18:32,1/19/2019 19:42,4215,34.014309000000004,-118.49134099999999,3000,,,12299,1,One Way,Walk-up,standard
113860904,5,1/19/2019 19:38,1/19/2019 19:43,3074,34.04417,-118.261169,3000,,,5719,30,One Way,Monthly Pass,standard
113860894,5,1/19/2019 20:04,1/19/2019 20:09,3014,34.05661,-118.23721299999998,3000,,,6284,1,One Way,Walk-up,standard
113860860,30,1/19/2019 21:00,1/19/2019 21:30,3031,34.044701,-118.25244099999999,3000,,,6541,30,One Way,Monthly Pass,standard
113860798,12,1/20/2019 2:34,1/20/2019 2:46,3047,34.039982,-118.266403,3000,,,12238,1,One Way,Walk-up,standard
113926656,10,1/20/2019 10:43,1/20/2019 10:53,3008,34.046611999999996,-118.26273300000001,3000,,,6192,1,One Way,Walk-up,standard
113993590,1440,1/20/2019 10:46,1/22/2019 8:09,4202,33.991161,-118.46829199999999,3000,,,5977,1,One Way,Walk-up,standard
