trip_id,duration,start_time,end_time,start_station_id,start_lat,start_lon,end_station_id,end_lat,end_lon,bike_id,plan_duration,trip_route_category,passholder_type
65468289,14,1/1/2018 10:04,1/1/2018 10:18,4152,34.149712,-118.160172,3000,,,6537,1,One Way,One Day Pass
65468288,16,1/1/2018 10:05,1/1/2018 10:21,4152,34.149712,-118.160172,3000,,,6133,1,One Way,One Day Pass
65521798,479,1/1/2018 10:20,1/1/2018 18:19,4152,34.149712,-118.160172,3000,,,6484,0,One Way,Walk-up
65521795,477,1/1/2018 10:21,1/1/2018 18:18,4152,34.149712,-118.160172,3000,,,12334,0,One Way,Walk-up
65528794,534,1/1/2018 10:25,1/1/2018 19:19,4147,34.145247999999995,-118.15007,3000,,,6365,0,One Way,Walk-up
65521705,430,1/1/2018 11:08,1/1/2018 18:18,4177,34.144981,-118.13826,3000,,,6175,0,One Way,Walk-up
65521703,430,1/1/2018 11:09,1/1/2018 18:19,4177,34.144981,-118.13826,3000,,,6235,0,One Way,Walk-up
65521681,415,1/1/2018 11:24,1/1/2018 18:19,4177,34.144981,-118.13826,3000,,,12081,0,One Way,Walk-up
65521682,414,1/1/2018 11:24,1/1/2018 18:18,4177,34.144981,-118.13826,3000,,,12352,0,One Way,Walk-up
65613634,1251,1/1/2018 11:48,1/2/2018 8:39,3010,34.037048,-118.25486799999999,3000,,,5805,30,One Way,Monthly Pass
65481010,37,1/1/2018 12:14,1/1/2018 12:51,3000,,,3000,,,6493,1,One Way,One Day Pass
65481007,39,1/1/2018 12:16,1/1/2018 12:55,3000,,,3000,,,6662,1,One Way,One Day Pass
65481003,40,1/1/2018 12:17,1/1/2018 12:57,4162,34.147498999999996,-118.14801000000001,3000,,,5728,365,One Way,Flex Pass
65500901,183,1/1/2018 12:29,1/1/2018 15:32,4214,33.99556,-118.48155200000001,3000,,,12259,0,One Way,Walk-up
65528485,353,1/1/2018 13:58,1/1/2018 19:51,4215,34.014309000000004,-118.49134099999999,3000,,,12369,1,One Way,One Day Pass
65528417,294,1/1/2018 14:50,1/1/2018 19:44,4206,33.998340999999996,-118.46101399999999,3000,,,12009,0,One Way,Walk-up
65521348,182,1/1/2018 15:24,1/1/2018 18:26,4142,34.144588,-118.14459199999999,3000,,,6321,0,One Way,Walk-up
65514305,71,1/1/2018 16:32,1/1/2018 17:43,4214,33.99556,-118.48155200000001,3000,,,12436,1,One Way,One Day Pass
65619622,967,1/1/2018 17:27,1/2/2018 9:34,3038,34.046822,-118.248352,3000,,,6528,0,One Way,Walk-up
65837301,1440,1/1/2018 18:02,1/3/2018 17:33,4152,34.149712,-118.160172,3000,,,6475,0,One Way,Walk-up
65639354,994,1/1/2018 19:58,1/2/2018 12:32,4132,33.74913,-118.28018200000001,3000,,,5734,0,One Way,Walk-up
65837160,1440,1/1/2018 20:49,1/3/2018 17:08,3063,34.049198,-118.252831,3000,,,12015,0,One Way,Walk-up
65639270,847,1/1/2018 22:17,1/2/2018 12:24,3029,34.048851,-118.246422,3000,,,6017,0,One Way,Walk-up
65673976,1111,1/1/2018 23:16,1/2/2018 17:47,4156,34.14991,-118.13838999999999,3000,,,5800,0,One Way,Walk-up
65645903,273,1/2/2018 8:51,1/2/2018 13:24,4202,33.991161,-118.46829199999999,3000,,,12113,1,One Way,One Day Pass
65619257,15,1/2/2018 9:18,1/2/2018 9:33,3034,34.042061,-118.26338200000001,3000,,,6074,30,One Way,Monthly Pass
65673753,486,1/2/2018 9:49,1/2/2018 17:55,4207,34.000881,-118.46891000000001,3000,,,12196,30,One Way,Monthly Pass
65659381,192,1/2/2018 12:12,1/2/2018 15:24,4212,33.988129,-118.471741,3000,,,12416,0,One Way,Walk-up
65666270,183,1/2/2018 13:53,1/2/2018 16:56,4211,33.984928000000004,-118.46996299999999,3000,,,12209,0,One Way,Walk-up
65687638,187,1/2/2018 16:32,1/2/2018 19:39,4153,34.156181,-118.16668700000001,3000,,,12219,0,One Way,Walk-up
65694915,220,1/2/2018 16:44,1/2/2018 20:24,3038,34.046822,-118.248352,3000,,,6678,30,One Way,Monthly Pass
65673146,11,1/2/2018 17:05,1/2/2018 17:16,4177,34.144981,-118.13826,3000,,,6296,30,One Way,Monthly Pass
65702184,235,1/2/2018 17:14,1/2/2018 21:09,3006,34.04554,-118.25666799999999,3000,,,5757,30,One Way,Monthly Pass
65702128,189,1/2/2018 18:09,1/2/2018 21:18,3034,34.042061,-118.26338200000001,3000,,,12019,30,One Way,Monthly Pass
65987934,1440,1/3/2018 2:03,1/4/2018 15:26,3069,34.05088,-118.248253,3000,,,6275,365,One Way,Flex Pass
65780519,242,1/3/2018 5:34,1/3/2018 9:36,4148,34.14967,-118.14511100000001,3000,,,12438,30,One Way,Monthly Pass
65800743,332,1/3/2018 6:36,1/3/2018 12:08,3034,34.042061,-118.26338200000001,3000,,,11990,30,One Way,Monthly Pass
65835886,554,1/3/2018 8:30,1/3/2018 17:44,4214,33.99556,-118.48155200000001,3000,,,12396,0,One Way,Walk-up
65780313,11,1/3/2018 9:06,1/3/2018 9:17,3000,,,3081,34.031890999999995,-118.250183,6351,30,One Way,Monthly Pass
65835711,464,1/3/2018 10:12,1/3/2018 17:56,3069,34.05088,-118.248253,3000,,,6417,0,One Way,Walk-up
65843008,495,1/3/2018 10:19,1/3/2018 18:34,3034,34.042061,-118.26338200000001,3000,,,5939,30,One Way,Monthly Pass
65821192,150,1/3/2018 12:40,1/3/2018 15:10,4214,33.99556,-118.48155200000001,3000,,,11999,30,One Way,Monthly Pass
65864898,423,1/3/2018 14:00,1/3/2018 21:03,3062,34.047748999999996,-118.243172,3000,,,6340,30,One Way,Monthly Pass
65965607,1309,1/3/2018 14:51,1/4/2018 12:40,3047,34.039982,-118.266403,3000,,,12386,0,One Way,Walk-up
65835339,120,1/3/2018 15:12,1/3/2018 17:12,4180,34.137951,-118.128502,3000,,,6713,30,One Way,Monthly Pass
