trip_id,duration,start_time,end_time,start_station_id,start_lat,start_lon,end_station_id,end_lat,end_lon,bike_id,plan_duration,trip_route_category,passholder_type
28328510,18,5/21/2017 10:27,5/21/2017 10:45,3082,34.04652,-118.23741100000001,3000,,,4727,30,One Way,Monthly Pass
28338907,21,5/21/2017 11:39,5/21/2017 12:00,3000,,,3035,34.048401,-118.260948,4727,30,One Way,Monthly Pass
31818918,272,6/17/2017 11:13,6/17/2017 15:45,3008,34.046611999999996,-118.26273300000001,3000,,,5718,0,One Way,Walk-up
27076721,182,5/9/2017 16:42,5/9/2017 19:44,3029,34.048851,-118.246422,3000,,,5718,30,One Way,Monthly Pass
24461569,19,4/9/2017 13:27,4/9/2017 13:46,3077,34.039871000000005,-118.25003799999999,3000,,,5722,0,One Way,Walk-up
28229663,183,5/20/2017 12:53,5/20/2017 15:56,3025,34.03286,-118.268082,3000,,,5722,30,One Way,Monthly Pass
32908889,1263,6/25/2017 18:23,6/26/2017 15:26,3047,34.039982,-118.266403,3000,,,5722,0,One Way,Walk-up
32625212,17,6/24/2017 7:52,6/24/2017 8:09,3038,34.046822,-118.248352,3000,,,5723,30,One Way,Monthly Pass
27571460,254,5/14/2017 12:25,5/14/2017 16:39,3007,34.05048,-118.254593,3000,,,5723,30,One Way,Monthly Pass
28854712,46,5/25/2017 9:23,5/25/2017 10:09,3005,34.0485,-118.25853700000002,3000,,,5726,30,One Way,Monthly Pass
30934181,1202,6/9/2017 16:37,6/10/2017 12:39,3007,34.05048,-118.254593,3000,,,5727,0,One Way,Walk-up
32913866,183,6/26/2017 13:11,6/26/2017 16:14,3075,34.04211,-118.25618700000001,3000,,,5731,30,One Way,Monthly Pass
32169828,1237,6/19/2017 15:03,6/20/2017 11:40,3014,34.05661,-118.23721299999998,3000,,,5731,30,One Way,Monthly Pass
29926268,951,6/1/2017 19:49,6/2/2017 11:40,3054,34.039219,-118.236488,3000,,,5731,0,One Way,Walk-up
25875851,12,4/25/2017 9:11,4/25/2017 9:23,3000,,,3054,34.039219,-118.236488,5733,30,One Way,Monthly Pass
30933696,27,6/10/2017 12:06,6/10/2017 12:33,3037,34.034801,-118.231277,3000,,,5735,30,One Way,Monthly Pass
29798563,787,5/31/2017 20:55,6/1/2017 10:02,3007,34.05048,-118.254593,3000,,,5735,30,One Way,Monthly Pass
26659067,30,5/5/2017 13:06,5/5/2017 13:36,3064,34.04681,-118.25698100000001,3000,,,5735,30,One Way,Monthly Pass
28349638,305,5/21/2017 9:31,5/21/2017 14:36,3052,34.051102,-118.26455700000001,3000,,,5737,30,One Way,Monthly Pass
24997876,667,4/15/2017 2:51,4/15/2017 13:58,3055,34.044159,-118.251579,3000,,,5737,0,One Way,Walk-up
29276666,10,5/28/2017 10:27,5/28/2017 10:37,3036,34.039188,-118.232529,3000,,,5738,30,One Way,Monthly Pass
29282307,10,5/28/2017 11:17,5/28/2017 11:27,3000,,,3048,34.041691,-118.235352,5738,30,One Way,Monthly Pass
33329701,1049,6/29/2017 17:27,6/30/2017 10:56,3055,34.044159,-118.251579,3000,,,5741,0,One Way,Walk-up
33024324,183,6/27/2017 12:04,6/27/2017 15:07,3042,34.049301,-118.238808,3000,,,5744,0,One Way,Walk-up
32520702,1140,6/22/2017 16:57,6/23/2017 11:57,3035,34.048401,-118.260948,3000,,,5750,365,One Way,Flex Pass
30325219,185,6/5/2017 12:35,6/5/2017 15:40,3052,34.051102,-118.26455700000001,3000,,,5750,30,One Way,Monthly Pass
25890732,198,4/25/2017 9:46,4/25/2017 13:04,3054,34.039219,-118.236488,3000,,,5751,30,One Way,Monthly Pass
30596635,1440,6/6/2017 10:45,6/7/2017 18:06,3047,34.039982,-118.266403,3000,,,5751,0,One Way,Walk-up
29739074,270,5/31/2017 17:32,5/31/2017 22:02,3068,34.0532,-118.25095400000001,3000,,,5751,30,One Way,Monthly Pass
23816672,191,4/2/2017 13:44,4/2/2017 16:55,3075,34.04211,-118.25618700000001,3000,,,5752,0,One Way,Walk-up
26352803,377,4/30/2017 13:45,4/30/2017 20:02,3014,34.05661,-118.23721299999998,3000,,,5753,0,One Way,Walk-up
26318934,1249,4/29/2017 14:22,4/30/2017 11:11,3069,34.05088,-118.248253,3000,,,5754,0,One Way,Walk-up
26230436,1440,4/27/2017 0:15,4/29/2017 10:36,3011,34.041129999999995,-118.267982,3000,,,5755,0,One Way,Walk-up
31927781,696,6/17/2017 23:46,6/18/2017 11:22,3079,34.05014,-118.23323799999999,3000,,,5757,0,One Way,Walk-up
27155617,201,5/10/2017 12:23,5/10/2017 15:44,3016,34.052898,-118.24156200000002,3000,,,5759,0,One Way,Walk-up
25532502,992,4/20/2017 19:38,4/21/2017 12:10,3082,34.04652,-118.23741100000001,3000,,,5760,0,One Way,Walk-up
25166168,39,4/17/2017 8:55,4/17/2017 9:34,3062,34.047748999999996,-118.243172,3000,,,5762,30,One Way,Monthly Pass
25733517,189,4/23/2017 15:45,4/23/2017 18:54,3064,34.04681,-118.25698100000001,3000,,,5767,0,One Way,Walk-up
32414599,924,6/21/2017 23:32,6/22/2017 14:56,3035,34.048401,-118.260948,3000,,,5770,0,One Way,Walk-up
28902507,208,5/25/2017 15:16,5/25/2017 18:44,3030,34.051941,-118.24353,3000,,,5770,30,One Way,Monthly Pass
30176144,1187,6/3/2017 15:50,6/4/2017 11:37,3069,34.05088,-118.248253,3000,,,5771,0,One Way,Walk-up
28333669,5,5/21/2017 11:27,5/21/2017 11:32,3000,,,3048,34.041691,-118.235352,5772,30,One Way,Monthly Pass
28116164,236,5/19/2017 12:08,5/19/2017 16:04,3014,34.05661,-118.23721299999998,3000,,,5772,30,One Way,Monthly Pass
29464206,221,5/29/2017 16:16,5/29/2017 19:57,3082,34.04652,-118.23741100000001,3000,,,5777,0,One Way,Walk-up
25093807,50,4/16/2017 13:56,4/16/2017 14:46,3074,34.04417,-118.261169,3000,,,5778,0,One Way,Walk-up
25875852,13,4/25/2017 9:10,4/25/2017 9:23,3000,,,3054,34.039219,-118.236488,5781,30,One Way,Monthly Pass
24299577,146,4/7/2017 19:18,4/7/2017 21:44,3047,34.039982,-118.266403,3000,,,5781,365,One Way,Flex Pass
24986580,17,4/15/2017 10:27,4/15/2017 10:44,3042,34.049301,-118.238808,3000,,,5782,30,One Way,Monthly Pass
29293693,19,5/28/2017 13:36,5/28/2017 13:55,3000,,,3035,34.048401,-118.260948,5783,365,One Way,Flex Pass
29293713,16,5/28/2017 13:16,5/28/2017 13:32,3022,34.04607,-118.233093,3000,,,5783,30,One Way,Monthly Pass
32281634,1295,6/20/2017 13:42,6/21/2017 11:17,3075,34.04211,-118.25618700000001,3000,,,5783,0,One Way,Walk-up
28224397,20,5/20/2017 13:45,5/20/2017 14:05,3056,34.037459999999996,-118.265381,3000,,,5784,0,One Way,Walk-up
29287979,21,5/28/2017 12:16,5/28/2017 12:37,3006,34.04554,-118.25666799999999,3000,,,5784,30,One Way,Monthly Pass
29299521,23,5/28/2017 13:49,5/28/2017 14:12,3000,,,3076,34.0406,-118.25383799999999,5784,30,One Way,Monthly Pass
25089955,85,4/16/2017 12:12,4/16/2017 13:37,3075,34.04211,-118.25618700000001,3000,,,5784,0,One Way,Walk-up
28467222,196,5/22/2017 9:19,5/22/2017 12:35,3005,34.0485,-118.25853700000002,3000,,,5785,30,One Way,Monthly Pass
26074322,273,4/27/2017 11:14,4/27/2017 15:47,3069,34.05088,-118.248253,3000,,,5787,30,One Way,Monthly Pass
