trip_id,duration,start_time,end_time,start_station_id,start_lat,start_lon,end_station_id,end_lat,end_lon,bike_id,plan_duration,trip_route_category,passholder_type,bike_type
106528256,23,10/2/2018 18:08,10/2/2018 18:31,3019,34.038609,-118.260857,3000,,,6002,30,One Way,Monthly Pass,standard
106528235,6,10/2/2018 18:27,10/2/2018 18:33,3007,34.05048,-118.254593,3000,,,12167,30,One Way,Monthly Pass,standard
106528441,9,10/2/2018 18:27,10/2/2018 18:36,3007,34.05048,-118.254593,3000,,,6075,30,One Way,Monthly Pass,standard
106531324,46,10/2/2018 19:00,10/2/2018 19:46,3031,34.044701,-118.25244099999999,3000,,,6042,30,One Way,Monthly Pass,standard
106531093,30,10/2/2018 19:13,10/2/2018 19:43,3075,34.04211,-118.25618700000001,3000,,,5890,30,One Way,Monthly Pass,standard
106607046,856,10/2/2018 19:18,10/3/2018 9:34,3035,34.048401,-118.260948,3000,,,5812,30,One Way,Monthly Pass,standard
106677733,1440,10/2/2018 19:35,10/4/2018 11:58,4214,33.99556,-118.48155200000001,3000,,,12436,1,One Way,Walk-up,standard
106677732,1440,10/2/2018 19:36,10/4/2018 11:58,4214,33.99556,-118.48155200000001,3000,,,6253,1,One Way,Walk-up,standard
106533960,69,10/2/2018 19:39,10/2/2018 20:48,3049,34.056969,-118.253593,3000,,,6703,30,One Way,Monthly Pass,standard
106748358,1440,10/2/2018 21:07,10/5/2018 6:52,3042,34.049301,-118.238808,3000,,,11991,1,One Way,Walk-up,standard
106677321,30,10/3/2018 9:30,10/3/2018 10:00,3035,34.048401,-118.260948,3000,,,6362,30,One Way,Monthly Pass,standard
106576598,15,10/3/2018 9:34,10/3/2018 9:49,3032,34.049889,-118.255882,3000,,,12141,30,One Way,Monthly Pass,standard
106580380,15,10/3/2018 11:13,10/3/2018 11:28,3047,34.039982,-118.266403,3000,,,6146,30,One Way,Monthly Pass,standard
106578753,20,10/3/2018 11:14,10/3/2018 11:34,3047,34.039982,-118.266403,3000,,,12446,30,One Way,Monthly Pass,standard
106579747,17,10/3/2018 11:38,10/3/2018 11:55,3000,,,3035,34.048401,-118.260948,12360,30,One Way,Monthly Pass,standard
106583663,2,10/3/2018 12:16,10/3/2018 12:18,3049,34.056969,-118.253593,3000,,,5878,30,One Way,Monthly Pass,standard
106584949,16,10/3/2018 13:40,10/3/2018 13:56,3064,34.04681,-118.25698100000001,3000,,,6281,30,One Way,Monthly Pass,standard
106606245,230,10/3/2018 13:55,10/3/2018 17:45,4212,33.988129,-118.471741,3000,,,12246,30,One Way,Walk-up,standard
106747457,1440,10/3/2018 16:20,10/5/2018 6:15,3056,34.037459999999996,-118.265381,3000,,,6283,1,One Way,Walk-up,standard
106747456,1440,10/3/2018 16:21,10/5/2018 6:15,3056,34.037459999999996,-118.265381,3000,,,6531,1,One Way,Walk-up,standard
106595279,5,10/3/2018 17:53,10/3/2018 17:58,3035,34.048401,-118.260948,3000,,,6106,30,One Way,Monthly Pass,standard
106595276,4,10/3/2018 17:54,10/3/2018 17:58,3035,34.048401,-118.260948,3000,,,12021,30,One Way,Monthly Pass,standard
106676515,20,10/3/2018 18:51,10/3/2018 19:11,3032,34.049889,-118.255882,3000,,,12051,30,One Way,Monthly Pass,standard
106676477,1028,10/3/2018 19:13,10/4/2018 12:21,3046,34.052872,-118.24748999999998,3000,,,6328,1,One Way,Walk-up,standard
106599576,5,10/3/2018 19:39,10/3/2018 19:44,3067,34.045181,-118.25023700000001,3000,,,6247,30,One Way,Monthly Pass,standard
106676348,683,10/3/2018 21:36,10/4/2018 8:59,3078,34.064281,-118.238937,3000,,,6239,30,One Way,Monthly Pass,standard
106747006,1440,10/3/2018 22:16,10/5/2018 6:18,3051,34.045421999999995,-118.25351699999999,3000,,,6426,1,One Way,Walk-up,standard
106676303,529,10/4/2018 0:31,10/4/2018 9:20,3069,34.05088,-118.248253,3000,,,6003,30,One Way,Monthly Pass,standard
106637992,10,10/4/2018 6:51,10/4/2018 7:01,3020,34.031052,-118.26709,3000,,,6158,30,One Way,Monthly Pass,standard
106638682,10,10/4/2018 7:27,10/4/2018 7:37,4249,34.020302,-118.281181,3000,,,6671,1,One Way,Walk-up,standard
106675867,15,10/4/2018 11:19,10/4/2018 11:34,4210,33.984341,-118.47155,3000,,,12154,1,One Way,One Day Pass,standard
106886200,1440,10/4/2018 11:22,10/7/2018 17:18,3052,34.051102,-118.26455700000001,3000,,,6624,1,One Way,Walk-up,standard
106886136,1440,10/4/2018 12:22,10/7/2018 16:39,4209,33.996239,-118.477448,3000,,,12002,1,One Way,Walk-up,standard
106886056,1440,10/4/2018 13:18,10/7/2018 17:15,3082,34.04652,-118.23741100000001,3000,,,12407,1,One Way,Walk-up,standard
106657965,76,10/4/2018 14:03,10/4/2018 15:19,4214,33.99556,-118.48155200000001,3000,,,12133,1,One Way,Walk-up,standard
106815810,1440,10/4/2018 23:18,10/6/2018 9:49,3031,34.044701,-118.25244099999999,3000,,,5966,1,One Way,Walk-up,standard
106709845,25,10/5/2018 7:51,10/5/2018 8:16,3034,34.042061,-118.26338200000001,3000,,,5867,1,One Way,Walk-up,standard
106723684,103,10/5/2018 11:49,10/5/2018 13:32,3034,34.042061,-118.26338200000001,3000,,,6646,1,One Way,One Day Pass,standard
106727837,120,10/5/2018 12:36,10/5/2018 14:36,4211,33.984928000000004,-118.46996299999999,3000,,,12286,1,One Way,Walk-up,standard
106727835,155,10/5/2018 12:37,10/5/2018 15:12,4211,33.984928000000004,-118.46996299999999,3000,,,5726,1,One Way,Walk-up,standard
106745154,5,10/5/2018 12:45,10/5/2018 12:50,3008,34.046611999999996,-118.26273300000001,3000,,,6236,30,One Way,Monthly Pass,standard
106729509,20,10/5/2018 13:26,10/5/2018 13:46,3028,34.058319,-118.246094,3000,,,5984,1,One Way,One Day Pass,standard
106724326,20,10/5/2018 13:30,10/5/2018 13:50,3018,34.043732,-118.260139,3000,,,5796,30,One Way,Monthly Pass,standard
106884680,1440,10/5/2018 13:57,10/7/2018 19:29,4214,33.99556,-118.48155200000001,3000,,,6334,1,One Way,Walk-up,standard
106815094,1440,10/5/2018 15:04,10/6/2018 15:38,3064,34.04681,-118.25698100000001,3000,,,5847,365,One Way,Monthly Pass,standard
106814961,1440,10/5/2018 16:23,10/6/2018 16:42,3038,34.046822,-118.248352,3000,,,12370,365,One Way,Monthly Pass,standard
107092866,1440,10/5/2018 16:23,10/6/2018 16:42,3038,34.046822,-118.248352,3000,,,12370,365,One Way,Monthly Pass,standard
106884422,1440,10/5/2018 16:48,10/7/2018 6:12,3016,34.052898,-118.24156200000002,3000,,,6602,1,One Way,Walk-up,standard
106814490,19,10/5/2018 22:21,10/5/2018 22:40,3028,34.058319,-118.246094,3000,,,6030,1,One Way,Walk-up,standard
106777477,10,10/6/2018 7:42,10/6/2018 7:52,3018,34.043732,-118.260139,3000,,,5742,30,One Way,Monthly Pass,standard
106814393,545,10/6/2018 8:17,10/6/2018 17:22,3035,34.048401,-118.260948,3000,,,12081,1,One Way,Walk-up,standard
106883822,1440,10/6/2018 10:32,10/7/2018 18:19,4248,34.028351,-118.288673,3000,,,6380,1,One Way,Walk-up,standard
106883799,30,10/6/2018 10:57,10/6/2018 11:27,3034,34.042061,-118.26338200000001,3000,,,6144,1,One Way,Walk-up,standard
106883746,1440,10/6/2018 11:41,10/7/2018 18:05,3076,34.0406,-118.25383799999999,3000,,,6103,1,One Way,Walk-up,standard
106794230,30,10/6/2018 14:00,10/6/2018 14:30,3075,34.04211,-118.25618700000001,3000,,,6298,30,One Way,Monthly Pass,standard
106883443,52,10/6/2018 15:22,10/6/2018 16:14,3022,34.04607,-118.233093,3000,,,6487,1,One Way,Walk-up,standard
106802818,24,10/6/2018 17:29,10/6/2018 17:53,3077,34.039871000000005,-118.25003799999999,3000,,,6052,30,One Way,Monthly Pass,standard
106883233,1440,10/6/2018 17:30,10/7/2018 18:29,3063,34.048038,-118.25373799999998,3000,,,11968,1,One Way,Walk-up,standard
106811832,60,10/6/2018 18:02,10/6/2018 19:02,4215,34.014309000000004,-118.49134099999999,3000,,,12088,1,One Way,One Day Pass,standard
106845327,10,10/6/2018 19:14,10/6/2018 19:24,3006,34.04554,-118.25666799999999,3000,,,5728,30,One Way,Monthly Pass,standard
106882989,1145,10/6/2018 22:20,10/7/2018 17:25,3035,34.048401,-118.260948,3000,,,5723,1,One Way,Walk-up,standard
106882960,1202,10/6/2018 22:56,10/7/2018 18:58,3022,34.04607,-118.233093,3000,,,11972,1,One Way,Walk-up,standard
106882917,1059,10/7/2018 0:32,10/7/2018 18:11,4215,34.014309000000004,-118.49134099999999,3000,,,12129,1,One Way,Walk-up,standard
106882916,1057,10/7/2018 0:34,10/7/2018 18:11,4215,34.014309000000004,-118.49134099999999,3000,,,6291,1,One Way,Walk-up,standard
106851872,15,10/7/2018 9:20,10/7/2018 9:35,4205,33.993771,-118.453667,3000,,,6708,1,One Way,One Day Pass,standard
106852333,7,10/7/2018 9:38,10/7/2018 9:45,4215,34.014309000000004,-118.49134099999999,3000,,,5892,30,One Way,Monthly Pass,standard
106852786,17,10/7/2018 9:41,10/7/2018 9:58,4215,34.014309000000004,-118.49134099999999,3000,,,12046,30,One Way,Monthly Pass,standard
106854120,28,10/7/2018 9:59,10/7/2018 10:27,3000,,,3000,,,12046,30,Round Trip,Monthly Pass,standard
106860840,180,10/7/2018 10:17,10/7/2018 13:17,4249,34.020302,-118.281181,3000,,,6683,1,One Way,Walk-up,standard
106860838,180,10/7/2018 10:18,10/7/2018 13:18,4249,34.020302,-118.281181,3000,,,6029,1,One Way,Walk-up,standard
106855168,25,10/7/2018 10:27,10/7/2018 10:52,3000,,,4215,34.014309000000004,-118.49134099999999,12046,30,One Way,Monthly Pass,standard
106859023,99,10/7/2018 10:45,10/7/2018 12:24,3000,,,3000,,,12120,30,Round Trip,Monthly Pass,standard
106859025,99,10/7/2018 10:45,10/7/2018 12:24,3000,,,3000,,,6638,30,Round Trip,Monthly Pass,standard
106856430,26,10/7/2018 10:56,10/7/2018 11:22,3000,,,3000,,,6330,30,Round Trip,Monthly Pass,standard
106859004,87,10/7/2018 10:57,10/7/2018 12:24,3000,,,3000,,,12227,30,Round Trip,Monthly Pass,standard
106857484,10,10/7/2018 11:37,10/7/2018 11:47,3000,,,4215,34.014309000000004,-118.49134099999999,6522,30,One Way,Monthly Pass,standard
106861146,102,10/7/2018 11:37,10/7/2018 13:19,3000,,,4215,34.014309000000004,-118.49134099999999,6592,30,One Way,Monthly Pass,standard
106952462,120,10/7/2018 11:39,10/7/2018 13:39,4216,34.023392,-118.47963700000001,3000,,,6302,1,One Way,Walk-up,standard
106857907,15,10/7/2018 11:44,10/7/2018 11:59,3000,,,4215,34.014309000000004,-118.49134099999999,5741,30,One Way,Monthly Pass,standard
106858742,24,10/7/2018 11:53,10/7/2018 12:17,3000,,,4215,34.014309000000004,-118.49134099999999,5892,30,One Way,Monthly Pass,standard
106860328,36,10/7/2018 12:21,10/7/2018 12:57,3000,,,3000,,,6067,30,Round Trip,Monthly Pass,standard
106859533,3,10/7/2018 12:32,10/7/2018 12:35,4215,34.014309000000004,-118.49134099999999,3000,,,5741,1,One Way,Walk-up,standard
106860492,7,10/7/2018 12:54,10/7/2018 13:01,3000,,,4215,34.014309000000004,-118.49134099999999,12227,30,One Way,Monthly Pass,standard
106862012,28,10/7/2018 13:14,10/7/2018 13:42,3000,,,3000,,,6638,30,Round Trip,Monthly Pass,standard
106867018,65,10/7/2018 14:49,10/7/2018 15:54,3000,,,4214,33.99556,-118.48155200000001,12120,30,One Way,Monthly Pass,standard
106866615,28,10/7/2018 15:12,10/7/2018 15:40,3000,,,4215,34.014309000000004,-118.49134099999999,5825,30,One Way,Monthly Pass,standard
106867148,35,10/7/2018 15:23,10/7/2018 15:58,4209,33.996239,-118.477448,3000,,,6173,1,One Way,Walk-up,standard
106867151,35,10/7/2018 15:23,10/7/2018 15:58,4209,33.996239,-118.477448,3000,,,12287,1,One Way,Walk-up,standard
106866936,9,10/7/2018 15:42,10/7/2018 15:51,3000,,,3000,,,6406,30,Round Trip,Monthly Pass,standard
106866935,8,10/7/2018 15:43,10/7/2018 15:51,3000,,,3000,,,6067,30,Round Trip,Monthly Pass,standard
106866934,7,10/7/2018 15:44,10/7/2018 15:51,3000,,,3000,,,6417,30,Round Trip,Monthly Pass,standard
107295975,1440,10/7/2018 16:14,10/13/2018 10:13,4210,33.984341,-118.47155,3000,,,6265,1,One Way,Walk-up,standard
107021828,1440,10/7/2018 20:37,10/9/2018 15:11,3081,34.031890999999995,-118.250183,3000,,,6628,1,One Way,Walk-up,standard
106920368,27,10/8/2018 9:41,10/8/2018 10:08,3014,34.05661,-118.23721299999998,3000,,,6629,30,One Way,Monthly Pass,standard
106920369,26,10/8/2018 9:41,10/8/2018 10:07,3014,34.05661,-118.23721299999998,3000,,,12223,30,One Way,Monthly Pass,standard
106951287,10,10/8/2018 11:33,10/8/2018 11:43,3074,34.04417,-118.261169,3000,,,5796,30,One Way,Monthly Pass,standard
107089517,10,10/8/2018 16:15,10/8/2018 16:25,3054,34.039219,-118.236488,3000,,,5919,1,One Way,Walk-up,standard
107089342,1440,10/8/2018 17:48,10/10/2018 18:19,3051,34.045421999999995,-118.25351699999999,3000,,,12401,1,One Way,Walk-up,standard
107089241,20,10/8/2018 19:08,10/8/2018 19:28,4205,33.993771,-118.453667,3000,,,5747,1,One Way,Walk-up,standard
106998174,15,10/9/2018 10:32,10/9/2018 10:47,3062,34.047748999999996,-118.243172,3000,,,5942,30,One Way,Monthly Pass,standard
107158176,1440,10/9/2018 10:35,10/11/2018 13:45,3006,34.04554,-118.25666799999999,3000,,,5742,1,One Way,Walk-up,standard
107088708,30,10/9/2018 11:18,10/9/2018 11:48,4212,33.988129,-118.471741,3000,,,5741,1,One Way,Walk-up,standard
106994056,30,10/9/2018 11:46,10/9/2018 12:16,4129,33.725819,-118.28051,3000,,,6147,1,One Way,Walk-up,standard
107088540,20,10/9/2018 13:29,10/9/2018 13:49,4246,34.023708,-118.27916699999999,3000,,,6328,1,One Way,Walk-up,standard
107088439,1440,10/9/2018 14:48,10/10/2018 16:20,3035,34.048401,-118.260948,3000,,,5754,30,One Way,Monthly Pass,standard
107011520,28,10/9/2018 18:34,10/9/2018 19:02,3005,34.0485,-118.25853700000002,3000,,,12396,30,One Way,Monthly Pass,standard
107225083,1440,10/9/2018 19:10,10/12/2018 10:47,3046,34.052872,-118.24748999999998,3000,,,6520,1,One Way,Walk-up,standard
107087886,868,10/10/2018 0:10,10/10/2018 14:38,3051,34.045421999999995,-118.25351699999999,3000,,,6163,1,One Way,Walk-up,standard
107071970,10,10/10/2018 12:47,10/10/2018 12:57,3052,34.051102,-118.26455700000001,3000,,,12242,30,One Way,Monthly Pass,standard
107292674,1440,10/10/2018 14:18,10/13/2018 11:35,3069,34.05088,-118.248253,3000,,,6266,1,One Way,Walk-up,standard
107292673,1440,10/10/2018 14:19,10/13/2018 11:34,3069,34.05088,-118.248253,3000,,,6542,1,One Way,Walk-up,standard
107224326,30,10/10/2018 14:26,10/10/2018 14:56,3022,34.04607,-118.233093,3000,,,12308,1,One Way,Walk-up,standard
107069174,20,10/10/2018 14:44,10/10/2018 15:04,3007,34.05048,-118.254593,3000,,,12403,30,One Way,Monthly Pass,standard
107224087,20,10/10/2018 17:31,10/10/2018 17:51,3016,34.052898,-118.24156200000002,3000,,,12107,1,One Way,Walk-up,standard
107078996,15,10/10/2018 18:33,10/10/2018 18:48,4249,34.020302,-118.281181,3000,,,12231,30,One Way,Monthly Pass,standard
107083050,29,10/10/2018 20:09,10/10/2018 20:38,3075,34.04211,-118.25618700000001,3000,,,5931,30,One Way,Monthly Pass,standard
107223812,15,10/10/2018 21:56,10/10/2018 22:11,3020,34.031052,-118.26709,3000,,,6292,1,One Way,Walk-up,standard
107116144,7,10/11/2018 6:47,10/11/2018 6:54,4254,34.028679,-118.28411100000001,3000,,,5792,30,One Way,Monthly Pass,standard
107118451,24,10/11/2018 7:33,10/11/2018 7:57,3082,34.04652,-118.23741100000001,3000,,,6382,30,One Way,Monthly Pass,standard
107223671,1440,10/11/2018 8:10,10/12/2018 10:21,3064,34.04681,-118.25698100000001,3000,,,6379,365,One Way,Monthly Pass,standard
107125390,78,10/11/2018 9:16,10/11/2018 10:34,3006,34.04554,-118.25666799999999,3000,,,6308,30,One Way,Monthly Pass,standard
107123719,33,10/11/2018 9:24,10/11/2018 9:57,3006,34.04554,-118.25666799999999,3000,,,5812,30,One Way,Monthly Pass,standard
107126708,23,10/11/2018 10:38,10/11/2018 11:01,3062,34.047748999999996,-118.243172,3000,,,6391,30,One Way,Monthly Pass,standard
107223322,1440,10/11/2018 12:27,10/12/2018 16:07,3049,34.056969,-118.253593,3000,,,6591,1,One Way,Walk-up,standard
107155557,30,10/11/2018 15:12,10/11/2018 15:42,4210,33.984341,-118.47155,3000,,,12367,1,One Way,Walk-up,standard
107222914,10,10/11/2018 17:43,10/11/2018 17:53,3030,34.051941,-118.24353,3000,,,12145,30,One Way,Monthly Pass,standard
107222844,20,10/11/2018 18:23,10/11/2018 18:43,3007,34.05048,-118.254593,3000,,,12102,1,One Way,Walk-up,standard
107146688,13,10/11/2018 18:40,10/11/2018 18:53,4215,34.014309000000004,-118.49134099999999,3000,,,5726,30,One Way,Monthly Pass,standard
107291133,1440,10/11/2018 18:51,10/13/2018 10:41,3042,34.049301,-118.238808,3000,,,5852,1,One Way,Walk-up,standard
107290959,1440,10/11/2018 21:24,10/13/2018 10:43,3035,34.048401,-118.260948,3000,,,6688,1,One Way,Walk-up,standard
107290887,40,10/12/2018 2:02,10/12/2018 2:42,3082,34.04652,-118.23741100000001,3000,,,6317,1,One Way,Walk-up,standard
107182643,14,10/12/2018 6:36,10/12/2018 6:50,3075,34.04211,-118.25618700000001,3000,,,12000,365,One Way,Monthly Pass,standard
107189767,29,10/12/2018 8:51,10/12/2018 9:20,3042,34.049301,-118.238808,3000,,,5967,365,One Way,Monthly Pass,standard
107290602,1440,10/12/2018 10:39,10/13/2018 15:57,3005,34.0485,-118.25853700000002,3000,,,6316,1,One Way,Walk-up,standard
107357933,1440,10/12/2018 12:11,10/14/2018 20:00,3019,34.038609,-118.260857,3000,,,12219,1,One Way,Walk-up,standard
107290284,10,10/12/2018 14:40,10/12/2018 14:50,4248,34.028351,-118.288673,3000,,,6497,1,One Way,Walk-up,standard
107290249,15,10/12/2018 15:03,10/12/2018 15:18,3058,34.035801,-118.23317,3000,,,5733,1,One Way,Walk-up,standard
107290187,15,10/12/2018 15:48,10/12/2018 16:03,3031,34.044701,-118.25244099999999,3000,,,6523,30,One Way,Monthly Pass,standard
107357615,10,10/12/2018 15:59,10/12/2018 16:09,3010,34.037048,-118.25486799999999,3000,,,5751,30,One Way,Walk-up,standard
107207523,19,10/12/2018 16:11,10/12/2018 16:30,4245,34.02404,-118.283409,3000,,,6476,30,One Way,Monthly Pass,standard
107290109,43,10/12/2018 16:44,10/12/2018 17:27,4135,33.772301,-118.26804399999999,3000,,,11973,1,One Way,Walk-up,standard
107289829,10,10/12/2018 20:02,10/12/2018 20:12,3038,34.046822,-118.248352,3000,,,6617,1,One Way,Walk-up,standard
107268788,188,10/13/2018 10:42,10/13/2018 13:50,3022,34.04607,-118.233093,3000,,,5999,30,One Way,Monthly Pass,standard
107265577,30,10/13/2018 11:13,10/13/2018 11:43,4210,33.984341,-118.47155,3000,,,11999,1,One Way,Walk-up,standard
107270193,84,10/13/2018 13:04,10/13/2018 14:28,4202,33.991161,-118.46829199999999,3000,,,12043,1,One Way,Walk-up,standard
107270187,81,10/13/2018 13:07,10/13/2018 14:28,4202,33.991161,-118.46829199999999,3000,,,12035,1,One Way,Walk-up,standard
107270185,77,10/13/2018 13:08,10/13/2018 14:25,4202,33.991161,-118.46829199999999,3000,,,12090,1,One Way,Walk-up,standard
107356971,25,10/13/2018 14:08,10/13/2018 14:33,3007,34.05048,-118.254593,3000,,,12338,1,One Way,Walk-up,standard
107269709,1,10/13/2018 14:16,10/13/2018 14:17,3000,,,3000,,,12286,30,One Way,Monthly Pass,standard
107270762,5,10/13/2018 14:39,10/13/2018 14:44,3000,,,4209,33.996239,-118.477448,6674,30,One Way,Monthly Pass,standard
107426125,39,10/13/2018 15:30,10/13/2018 16:09,3082,34.04652,-118.23741100000001,3000,,,11968,1,One Way,Walk-up,standard
107276664,96,10/13/2018 15:37,10/13/2018 17:13,3000,,,4249,34.020302,-118.281181,12287,30,One Way,Monthly Pass,standard
107275948,15,10/13/2018 16:45,10/13/2018 17:00,3000,,,4205,33.993771,-118.453667,12043,30,One Way,Monthly Pass,standard
107425833,1440,10/13/2018 19:09,10/15/2018 14:54,4248,34.028351,-118.288673,3000,,,5970,1,One Way,Walk-up,standard
107425835,1440,10/13/2018 19:09,10/15/2018 14:54,4248,34.028351,-118.288673,3000,,,12439,1,One Way,Walk-up,standard
107356510,1069,10/13/2018 20:55,10/14/2018 14:44,4132,33.74913,-118.28018200000001,3000,,,12419,1,One Way,Walk-up,standard
107356438,5,10/13/2018 23:17,10/13/2018 23:22,3014,34.05661,-118.23721299999998,3000,,,6195,30,One Way,Monthly Pass,standard
107311955,312,10/14/2018 0:05,10/14/2018 5:17,3035,34.048401,-118.260948,3000,,,12361,30,One Way,Monthly Pass,standard
107425632,12,10/14/2018 1:42,10/14/2018 1:54,3048,34.041691,-118.235352,3000,,,6646,1,One Way,Walk-up,standard
107356381,815,10/14/2018 1:59,10/14/2018 15:34,3078,34.064281,-118.238937,3000,,,5805,1,One Way,Walk-up,standard
107356379,20,10/14/2018 2:03,10/14/2018 2:23,3078,34.064281,-118.238937,3000,,,6458,1,One Way,Walk-up,standard
107326785,35,10/14/2018 10:01,10/14/2018 10:36,3038,34.046822,-118.248352,3000,,,12200,30,One Way,Monthly Pass,standard
107356275,333,10/14/2018 10:51,10/14/2018 16:24,4202,33.991161,-118.46829199999999,3000,,,6678,1,One Way,One Day Pass,standard
107336613,30,10/14/2018 10:56,10/14/2018 11:26,4202,33.991161,-118.46829199999999,3000,,,12227,1,One Way,One Day Pass,standard
107491781,1440,10/14/2018 13:23,10/16/2018 16:42,3018,34.043732,-118.260139,3000,,,12099,1,One Way,Walk-up,standard
107356099,10,10/14/2018 13:58,10/14/2018 14:08,3057,34.035678999999995,-118.27081299999999,3000,,,12065,30,One Way,Monthly Pass,standard
107425271,58,10/14/2018 14:56,10/14/2018 15:54,3036,34.039188,-118.232529,3000,,,12017,1,One Way,Walk-up,standard
107355954,243,10/14/2018 15:42,10/14/2018 19:45,3047,34.039982,-118.266403,3000,,,6094,1,One Way,Walk-up,standard
107425116,28,10/14/2018 16:40,10/14/2018 17:08,4214,33.99556,-118.48155200000001,3000,,,6553,1,One Way,Walk-up,standard
107344798,20,10/14/2018 17:24,10/14/2018 17:44,3005,34.0485,-118.25853700000002,3000,,,6703,30,One Way,Monthly Pass,standard
107346688,6,10/14/2018 18:35,10/14/2018 18:41,4208,33.99868,-118.472977,3000,,,6347,365,One Way,Monthly Pass,standard
107355369,30,10/14/2018 21:33,10/14/2018 22:03,3042,34.049301,-118.238808,3000,,,6166,30,One Way,Monthly Pass,standard
107559644,1440,10/15/2018 7:15,10/17/2018 14:04,3042,34.049301,-118.238808,3000,,,5988,30,One Way,Monthly Pass,standard
107490890,15,10/15/2018 11:19,10/15/2018 11:34,3067,34.045181,-118.25023700000001,3000,,,6106,30,One Way,Monthly Pass,standard
107398176,3,10/15/2018 11:53,10/15/2018 11:56,3005,34.0485,-118.25853700000002,3000,,,5974,30,One Way,Monthly Pass,standard
107400186,10,10/15/2018 12:40,10/15/2018 12:50,3038,34.046822,-118.248352,3000,,,6349,30,One Way,Monthly Pass,standard
107404081,30,10/15/2018 13:53,10/15/2018 14:23,3067,34.045181,-118.25023700000001,3000,,,6142,30,One Way,Monthly Pass,standard
107559180,1440,10/15/2018 14:16,10/17/2018 15:57,4215,34.014309000000004,-118.49134099999999,3000,,,12162,1,One Way,Walk-up,standard
