trip_id,duration,start_time,end_time,start_station_id,start_lat,start_lon,end_station_id,end_lat,end_lon,bike_id,plan_duration,trip_route_category,passholder_type
12551619,192,11/6/2016 15:44,11/6/2016 18:56,3022,34.04607,-118.233093,3000,,,6185,1,One Way,Walk-up
12541451,11,11/6/2016 15:59,11/6/2016 16:10,3000,,,3029,34.048851,-118.246422,6376,365,One Way,Flex Pass
12556710,190,11/6/2016 16:34,11/6/2016 19:44,3082,34.04652,-118.23741100000001,3000,,,6008,365,One Way,Flex Pass
12646889,203,11/7/2016 11:16,11/7/2016 14:39,3024,34.05772,-118.24897,3000,,,6171,30,One Way,Monthly Pass
12740138,948,11/7/2016 18:32,11/8/2016 10:20,3048,34.041691,-118.235352,3000,,,6215,1,One Way,Walk-up
12847965,1440,11/7/2016 18:47,11/9/2016 11:08,3064,34.04681,-118.25698100000001,3000,,,5770,365,One Way,Flex Pass
12753571,219,11/8/2016 9:45,11/8/2016 13:24,3069,34.05088,-118.248253,3000,,,5879,30,One Way,Monthly Pass
12838868,1239,11/8/2016 12:54,11/9/2016 9:33,3038,34.046822,-118.248352,3000,,,5788,1,One Way,Walk-up
12791711,187,11/8/2016 18:40,11/8/2016 21:47,3048,34.041691,-118.235352,3000,,,6279,365,One Way,Flex Pass
12834276,824,11/8/2016 18:47,11/9/2016 8:31,3006,34.04554,-118.25666799999999,3000,,,5939,30,One Way,Monthly Pass
12860565,864,11/8/2016 23:45,11/9/2016 14:09,3008,34.046611999999996,-118.26273300000001,3000,,,6491,30,One Way,Monthly Pass
12834118,39,11/9/2016 7:27,11/9/2016 8:06,3052,34.051102,-118.26455700000001,3000,,,6463,365,One Way,Monthly Pass
